Index,Repo_Name,Organization_Name,PR_Number,PR_Title,PR_Head,User,PR_Labels,URL,PR_State,PR_Body,PR_Additions,PR_Deletions,PR_Comments_Num,PR_Commits_Num,PR_Created_At,PR_Closed_At,PR_Merged,PR_Merged_At,PR_Merged_By,PR_Review_Comments_Num,PR_Updated_At,Review_Comment,Comment_Created_At,Comment_User,Comment_Updated_At,Comment,Inclusiveness_Scale_1_to_10,Inclusiveness_5_Categories,Inclusiveness_2_Categories,Constructiveness_Scale_1_to_10,Constructiveness_5_Categories,Constructiveness_2_Categories
41,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:24:14,Jáchym Toušek,2020-05-06 15:45:05,`: void` ?,5,neutral,not inclusive,8,constructive,constructive
42,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:43:11,Jáchym Toušek,2020-05-06 15:45:05,"I don't see any point in resolving with true. The promise should be Promise\<void\> I think.
```suggestion
            $this->deferred->resolve();
```",8,inclusive,inclusive,10,constructive,constructive
43,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-25 20:44:53,Jáchym Toušek,2020-05-06 15:45:05,"I'm considering whether calling this should maybe fail the original promise if it wasn't resolved yet. Thoughts?

Or I'd even consider dropping this method. I honestly don't see much use for it - personally I'd create a new instance anyway.",8,inclusive,inclusive,9,constructive,constructive
44,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-26 04:37:11,Aaron Piotrowski,2020-05-06 15:45:05,You can use `AsyncTestCase` in this package to remove the need to call `Loop::run()` in tests.,8,inclusive,inclusive,10,constructive,constructive
45,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-26 21:47:57,Sascha-Oliver Prolic,2020-05-06 15:45:05,"agree, removed",7,somewhat inclusive,inclusive,8,constructive,constructive
46,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-26 21:48:11,Sascha-Oliver Prolic,2020-05-06 15:45:05,done,6,somewhat inclusive,inclusive,6,neutral,constructive
47,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-26 21:48:21,Sascha-Oliver Prolic,2020-05-06 15:45:05,done,6,somewhat inclusive,inclusive,6,neutral,constructive
48,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-27 06:01:41,Niklas Keller,2020-05-06 15:45:05,Should we name it getRemainingCount to make it even clearer that it counts down? ,9,inclusive,inclusive,9,constructive,constructive
49,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-04-27 08:03:12,Sascha-Oliver Prolic,2020-05-06 15:45:05,done,6,somewhat inclusive,inclusive,6,neutral,constructive
50,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-05-02 09:04:43,Niklas Keller,2020-05-06 15:45:05,`arrive` would be another possible name.,9,inclusive,inclusive,7,somewhat constructive,constructive
51,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-05-02 09:05:38,Niklas Keller,2020-05-06 15:45:05,"This `if` can be removed due to the `if` below, no?",7,somewhat inclusive,inclusive,9,constructive,constructive
52,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-05-02 09:06:04,Niklas Keller,2020-05-06 15:45:05,"```suggestion
        if ($this->remainingCount === 0) {
```",6,somewhat inclusive,inclusive,9,constructive,constructive
53,sync,amphp,9,Add countdown barrier,"PullRequestPart(sha=""70cff619c42dc840621b78601e3341dc72b17303"")",Sascha-Oliver Prolic,[],https://api.github.com/repos/amphp/sync/pulls/9,closed,references https://github.com/amphp/amp/pull/246 and https://github.com/amphp/amp/issues/244,248,0,3,3,2020-04-25 20:13:31,2020-05-06 15:56:10,TRUE,2020-05-06 15:56:10,Niklas Keller,17,2020-05-06 19:10:42,TRUE,2020-05-02 09:09:30,Niklas Keller,2020-05-06 15:45:05,Should `signal` return the promise as well?,9,inclusive,inclusive,8,constructive,constructive
54,sync,amphp,10,Move abstract tests,"PullRequestPart(sha=""96e31bb7c363c6c50d5ad4b8dab29d6aec4fc355"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/10,closed,Needed for https://github.com/amphp/file/pull/43,25,14,4,1,2020-05-01 04:42:03,2020-05-02 11:58:26,FALSE,,,0,2020-05-03 07:01:33,FALSE,2020-05-01 06:54:16,Jáchym Toušek,2020-05-01 06:54:16,Note: I'll also need a new release of amphp/sync after this is merged in order to continue my work in amphp/file.,8,inclusive,inclusive,8,constructive,constructive
55,sync,amphp,10,Move abstract tests,"PullRequestPart(sha=""96e31bb7c363c6c50d5ad4b8dab29d6aec4fc355"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/10,closed,Needed for https://github.com/amphp/file/pull/43,25,14,4,1,2020-05-01 04:42:03,2020-05-02 11:58:26,FALSE,,,0,2020-05-03 07:01:33,FALSE,2020-05-01 20:43:57,Niklas Keller,2020-05-01 20:43:57,"I'm not a fan of making tests part of the public API, especially as PHPUnit releases many more major versions as we do in our packages.

A work around is - - prefer-source combined with an autoload-dev rule. ",7,somewhat inclusive,inclusive,9,constructive,constructive
56,sync,amphp,10,Move abstract tests,"PullRequestPart(sha=""96e31bb7c363c6c50d5ad4b8dab29d6aec4fc355"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/10,closed,Needed for https://github.com/amphp/file/pull/43,25,14,4,1,2020-05-01 04:42:03,2020-05-02 11:58:26,FALSE,,,0,2020-05-03 07:01:33,FALSE,2020-05-01 20:49:22,Jáchym Toušek,2020-05-01 20:49:22,I really dislike that workaround to be honest. 😅  But if that's what you guys prefer... @trowski ?,8,inclusive,inclusive,6,somewhat constructive,constructive
57,sync,amphp,10,Move abstract tests,"PullRequestPart(sha=""96e31bb7c363c6c50d5ad4b8dab29d6aec4fc355"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/10,closed,Needed for https://github.com/amphp/file/pull/43,25,14,4,1,2020-05-01 04:42:03,2020-05-02 11:58:26,FALSE,,,0,2020-05-03 07:01:33,FALSE,2020-05-02 11:58:20,Jáchym Toušek,2020-05-02 11:58:20,The workaround was used instead so this is now obsolete. Closing.,8,inclusive,inclusive,9,constructive,constructive
58,sync,amphp,11,Fix docblock type,"PullRequestPart(sha=""db5558d8da5aa527aaa0d8059cd6a82a65d36928"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/11,closed,I'd also like to mark the class as final and set release method as protected but that would be a BC break.,1,1,1,1,2020-05-02 08:58:17,2020-05-02 09:00:58,TRUE,2020-05-02 09:00:58,Niklas Keller,0,2020-05-02 09:01:09,FALSE,2020-05-02 09:01:09,Niklas Keller,2020-05-02 09:01:09,"Thanks! We can fix that in the next major, yes.",7,neutral,not inclusive,1,not constructive,not constructive
59,sync,amphp,13,Improve docblock type,"PullRequestPart(sha=""0e153e033854a2496d2665e682a56d00071824bf"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/13,closed,,1,2,0,2,2020-05-02 09:44:21,2020-05-02 10:18:35,TRUE,2020-05-02 10:18:34,Niklas Keller,3,2020-05-02 10:18:35,TRUE,2020-05-02 09:47:11,Niklas Keller,2020-05-02 09:48:06,It gets nulled in `::release()`.,6,neutral,not inclusive,8,constructive,constructive
60,sync,amphp,13,Improve docblock type,"PullRequestPart(sha=""0e153e033854a2496d2665e682a56d00071824bf"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/13,closed,,1,2,0,2,2020-05-02 09:44:21,2020-05-02 10:18:35,TRUE,2020-05-02 10:18:34,Niklas Keller,3,2020-05-02 10:18:35,TRUE,2020-05-02 09:48:01,Jáchym Toušek,2020-05-02 09:48:06,"```suggestion
    /** @var callable|null The function to be called on release or null if the lock has been released. */
```",6,somewhat inclusive,inclusive,7,somewhat constructive,constructive
61,sync,amphp,13,Improve docblock type,"PullRequestPart(sha=""0e153e033854a2496d2665e682a56d00071824bf"")",Jáchym Toušek,[],https://api.github.com/repos/amphp/sync/pulls/13,closed,,1,2,0,2,2020-05-02 09:44:21,2020-05-02 10:18:35,TRUE,2020-05-02 10:18:34,Niklas Keller,3,2020-05-02 10:18:35,TRUE,2020-05-02 09:48:22,Jáchym Toušek,2020-05-02 09:48:22,"Missed that, sorry.",7,somewhat inclusive,inclusive,5,neutral,not constructive
62,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-03 17:17:03,Insolita,2020-05-03 17:24:20,"@kelunik this is good for my example task when we have a predefined set of urls, but what about a crawling task, when we will want add to queue additional urls from a response handler. Is it will be not overcomplicated if we will wrap links scraped from page to iterator and call processRequests() recursively? ",7,somewhat inclusive,inclusive,6,somewhat constructive,constructive
63,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-03 17:34:32,Niklas Keller,2020-05-03 17:34:32,"@Insolita It shouldn't use recursion, no. You can use `Amp\Emitter` instead, the only thing you need to know is when to call `Emitter::complete()`. I've added an example, do you think that's fine?",6,somewhat inclusive,inclusive,8,somewhat constructive,constructive
64,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-04 16:07:47,Aaron Piotrowski,2020-05-04 16:10:26,"@kelunik How about rolling this into a function returning an `Iterator`. Since an iterator can only be transversed once, holding it in an object doesn't really make sense IMO.

```php
function concurrentMap(Iterator $iterator, Semaphore $semaphore, callable $processor): Iterator
{
    return new Producer(function (callable $emit) use ($iterator, $semaphore, $processor): \Generator {
        $pending = [];

        while (yield $iterator->advance()) {
            /** @var Lock $lock */
            $lock = yield $semaphore->acquire();

            $job = $iterator->getCurrent();

            $promise = call(function () use ($lock, $job, $processor, $emit): \Generator {
                try {
                    yield $emit(call($processor, $job));
                } finally {
                    $lock->release();
                }
            });

            $promiseId = \spl_object_id($promise);

            $pending[$promiseId] = $promise;
            $promise->onResolve(function () use (&$pending, $promiseId): void {
                unset($pending[$promiseId]);
            });
        }

        yield Promise\any($pending);
    });
}
```",8,inclusive,inclusive,8,somewhat constructive,constructive
65,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-04 17:01:36,Niklas Keller,2020-05-04 17:01:36,"@trowski Seems fine, too, but we still need the error handler, otherwise you can only react to the first failure.",6,somewhat inclusive,inclusive,6,somewhat constructive,constructive
66,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-04 17:43:26,Aaron Piotrowski,2020-05-04 17:43:26,"> @trowski Seems fine, too, but we still need the error handler, otherwise you can only react to the first failure.

I guess that depends. `Amp\Iterator\map()` fails the returned `Iterator` the first time the callback throws. So I'd say the same should happen here.",7,somewhat inclusive,inclusive,6,somewhat constructive,constructive
67,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,FALSE,2020-05-05 18:09:35,Niklas Keller,2020-05-05 18:09:35,Got it working with correct GC behavior \o/,7,somewhat inclusive,inclusive,8,somewhat constructive,constructive
68,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,TRUE,2020-05-03 17:17:24,Jáchym Toušek,2020-05-07 18:16:20,add newline?,5,neutral,inclusive,4,somewhat not constructive,not constructive
69,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,TRUE,2020-05-03 17:35:36,Jáchym Toušek,2020-05-07 18:16:20,Perhaps use SplObjectStorage instead?,6,somewhat inclusive,inclusive,7,somewhat constructive,constructive
70,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,TRUE,2020-05-04 17:19:15,Niklas Keller,2020-05-07 18:16:20,That'd create a circular reference. :-(,5,neutral,inclusive,7,somewhat constructive,constructive
71,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,TRUE,2020-05-04 20:21:02,Jáchym Toušek,2020-05-07 18:16:20,Is this necessary? I'm not sure but I think the effect might be the same if you don't catch at all (just keep the finally),6,somewhat inclusive,inclusive,3,somewhat not constructive,not constructive
72,sync,amphp,15,Add concurrent iterator functions,"PullRequestPart(sha=""0eadd35c9cbce4b700e7b7b37c41364b2f37a544"")",Niklas Keller,[],https://api.github.com/repos/amphp/sync/pulls/15,closed,"This allows simplifying https://github.com/Insolita/php-async-benchmarks/pull/2.

```php
private function processRequests(Iterator $urls): Promise
{
    return call(function () use ($urls) {
        $this->goodFile = yield File\open($this->tempDir . '/ok.txt', 'a');
        $this->badFile = yield File\open($this->tempDir . '/bad.txt', 'a');

        try {
            yield Queue::fromIterator($urls)->process(new LocalSemaphore($this->concurrency),
                function (string $url) {
                    /** @var Response $response */
                    $response = yield $this->client->request(new Request($url));
                    yield $this->processHtml(yield $response->getBody()->buffer(), $url);
                }, function (\Throwable $error, string $url) {
                    yield $this->badFile->write($url . \PHP_EOL);
                }
            );
        } finally {
            yield $this->goodFile->close();
            yield $this->badFile->close();
        }
    });
}",657,25,6,26,2020-05-03 16:56:41,2020-05-07 18:55:03,TRUE,2020-05-07 18:55:03,Niklas Keller,9,2020-05-07 18:55:05,TRUE,2020-05-04 20:22:53,Niklas Keller,2020-05-07 18:16:20,In that case `$error` is never set and it never fails?,7,somewhat inclusive,inclusive,5,neutral,constructive
